Count,Name,Department,Classification,PB Reform,Regulatory Function,Description / Terms of Reference,Notes,Address,Phone,email,Website,Chair,DV - Chair's Remuneration (p.a. unless otherwise stated and may represent a theoretical mean),Chief Executive / Secretary,DV - Chief Executive / Secretary Remuneration (p.a. and may represent a theoretical mean),Public Meetings,Public Minutes,Register of Interests,Ombudsman,Last Annual Report,Last Review,Audit Arrangements,Government Funding,Total Gross Expenditure,Staff Employed (FTE),OCPA Regulated
9,Regional Advisory Committees / Forestry and Woodlands Advisory Committees (x9),Forestry Commission,Advisory NDPB,,No,"To advise the Forestry Commissioners on the performance of the Forestry Commissioners' functions under Section 1(3) and Part II of the Forestry Act 1967, and on such other functions as the Forestry Commissioners may from time to time determine.","The Committees are appointed by the Forestry Commissioners under Sections 37 and 38 of the Forestry Act 1967. Chairs and Members are normally appointed for a 3-year term of office, this may be renewed. The Committees were reviewed as part of the Forest Regulatory Taskforce in 2012, which closed following the publicaton of the government's response to the Independent Panel on Forestry in January 2013.  The working title of the Committees has now been amended to Forestry and Woodlands Advisory Committees to better reflect the remit.","Forestry Commission, 620 Bristol Business Park, Coldharbour Lane, Bristol, BS16 1EJ",01179 066000,fcengland@forestry.gsi.gov.uk,http://www.forestry.gov.uk/england-rac,Multiple,2570,,,No,Yes,,PHSO,,2013,,,,0,No
1,Government Actuary's Department,Government Actuary's Department,Non Ministerial Department,,No,"GAD provides actuarial analysis of all types to the public sector, including; actuarial services to all the main public service pension schemes; policy advice; advice on transfers of employment and certification of private sector organisations’ pension arrangements when staff are transferred; advice to UK Government, and a range of other countries and jurisdictions, on social security arrangements; helps UK Government manage its financial risks works spans all areas of insurance; investment, risk and modelling.",,"Finlaison House, 15-17 Furnival Street, London, EC4A 1AB",020 7211 2600,enquiries@gad.gov.uk,http://www.gad.gov.uk/,,,Trevor Llanwarne,Civil Servant,No,No,Yes,PHSO,2012-13,,NAO,"-1,610,000","15,064,000",145,No
1,Her Majesty's Land Registry,Her Majesty's Land Registry,Non Ministerial Department,Retain and substantially reform,No,"Land Registry registers the ownership of land and property in England and Wales.  We keep and maintain the Land Register, where more than 23 million titles – the evidence of ownership – are documented.","Established 1862.  Land Registry is a Non Ministerial Department, Executive Agency of BIS and a Public Corporation.  By statute, we are required to ensure that our income from fees covers all of our expenditure under normal operating conditions.  Malcolm Dawson was CE until May 2013; his salary including performance pay was £120,000-130,000.  Minutes of meetings available on request.   Ed Lester was appointed as Chief Executive Officer on 22 April 2013.  Expenditure information is operating costs.","Trafalgar House, 1 Bedford Park, Croydon CR0 2AQ",0844 892 1111,,http://www.landregistry.gov.uk/,Mark Boyle,62500,Ed Lester,Civil Servant,No,No,Yes,PHSO,2012-13,,NAO,0,"238,266,000","4,060",No
1,Her Majesty's Revenue and Customs,Her Majesty's Revenue and Customs,Non Ministerial Department,,,HMRC is responsible for making sure that the money is available to fund the UK’s public services and for helping families and individuals with targeted financial support.,,"100 Parliament Street, London, SW1A 2BQ",,,http://www.hmrc.gov.uk/,Ian Barlow,,Lin Homer,,,,,,,,,,,,Yes
1,Valuation Office,Her Majesty's Revenue and Customs,Executive Agency,,,"The VOA is responsible for providing valuations and property
advice to support taxation and benefits",,"Head Office, 97-103 Shaftesbury Avenue, London, W1D 5BU",03000 501501,,http://www.voa.gov.uk/,,,Penny Ciniewicz,111875,No,No,Yes,PHSO,2012-13,,NAO,,"189,790,234","3,501",No
1,Office for Budget Responsibility,Her Majesty's Treasury,Executive NDPB,,No,"The Office for Budget Responsibility (OBR) provides independent and authoritative analysis of the UK’s public finances. The main duty of the OBR is to examine and report on the sustainability of the public finances. In carrying out this duty, the OBR has four main responsibilities: the production of the fiscal and economic forecasts, including independent scrutiny of the impact of policy measures; an assessment of whether the Government’s fiscal mandate is being met; an assessment on the accuracy of the previous fiscal and economic forecasts; and an analysis of the sustainability of the public finances.","Established 2010. The OBR was erroneously shown as an advisory body in Public Bodies 2012. Robert Chote receives a payment equivalent to 20 per cent of his annual fee into his personal pension scheme, which amounts to £28,700.","20 Victoria Street, London,  SW1H 0NF",020 7271 2520,obrenquiries@obr.gsi.gov.uk,http://budgetresponsibility.org.uk/,Robert Chote,144000,,,No,Yes,Yes,,2012-13,,NAO,"1,770,000","1,725,000",17,No
1,"Royal Mint Advisory Committee on the design of coins, medals, seals and decorations",Her Majesty's Treasury,Advisory NDPB,Retain,No,"The purpose of the committee is to raise the standard of numismatic and medallic art in Britain and this remains its primary concern, being charged on behalf of HM Treasury and other government departments with the recommendation of all new designs for United Kingdom coins, official medals, seals and decorations.  It was established with the personal approval of King George V.",Established 1922.  Triennial review began 2012.,"Royal Mint Museum, Llantrisant, Pontyclun, CF72 8YT",01443 623005,kevin.clancy@royalmintmuseum.org.uk,http://www.royalmintmuseum.org.uk/about-us/royal-mint-advisory-committee/index.html,Lord Waldegrave of North Hill,0,Dr Kevin Clancy,0,No,No,Yes,,2012-13,,NAO (alongside the Royal Mint),,,0,Yes
1,UK Debt Management Office,Her Majesty's Treasury,Executive Agency,,No,"The DMO's remit is to carry out the Government's debt management policy of minimising financing costs over the long term, taking account of risk, and to minimise the cost of offsetting the Government's net cash flows over time, while operating in a risk appetite approved by Ministers in both cases.",Established 1998.  Members appointment information not provided.,"Eastcheap  Court, 11 Philpot Lane, London  EC3M 8UD",020 7862 6500,pressofficer@dmo.gsi.gov.uk,http://www.dmo.gov.uk/,,,Robert Stheeman,155000,No,No,Yes,PHSO,2012-13,,NAO,,,107,No
1,Advisory Council on the Misuse of Drugs,Home Office,Advisory NDPB,Retain,No,"Advisory, statutory, NDPB as constituted under the Misuse of Drugs Act 1971. ","Chair is unremunerated post but reimbursed for travel and subsistence.  Government funding of £98,700 is a combined budget for ACMD, ASC, NDNADEG & HOSAC and includes funding for shared secretariats. ","2 Marsham Street, London, SW1P 4DF",020 7035 0555,acmd@homeoffice.gsi.gov.uk,https://www.gov.uk/government/organisations/advisory-council-on-the-misuse-of-drugs,Professor Les Iversen,0,,,Yes ,Yes,Yes,PHSO,2010-11,2010,,,"51,417",0,Yes
1,Animals in Science Committee,Home Office,Advisory NDPB,Retain,No,To advise the Secretary of State for the Home Office and Northern Irelands Office on their duties under the terms of the Animals (Scientific Procedures) act 1986 as amended. It is also responsible for exchanging information with similar EU National Committees in other member states and sharing best practice within the EU on the operation of animal welfare bodies.,"Established 1 Jan 2013.  The Committee replaced the Animal Procedures Committee as per EU Directive 2010/63. Chair is unremunerated post but reimbursed for travel and subsistence. Government funding of £98,700 is a combined budget for ACMD, ASC, NDNADEG & HOSAC and includes funding for shared secretariats. Expenditure was predominantly APC spend up to Dec 2012, thereon the ASC was established. Members will be unpaid ministerial appointees but none had yet been appointed at 31 Mar 13.","3rd Floor, Seacole Bldg, 2 Marsham Street, London SW1P 4DF.  ",020 7035 3053,asc.secretariat@homeoffice.gsi.gov.uk,https://www.gov.uk/government/organisations/animals-in-science-committee,Dr John Landers,0,,,No,Yes,Yes,,,,,,"31,500",0,Yes
1,Disclosure and Barring Service ,Home Office,Executive NDPB,,Yes,Provides criminal records checks and barring decisions.,Established 1/12/12. Total gross expenditure is for the period since DBS went operational.,"Shannon Court, Liverpool, LE1 QY",0151 676 1095,customerservice@dbs.gsi.gov.uk,https://www.gov.uk/government/organisations/disclosure-and-barring-service,Bill Griffiths,42500,Adrienne Kelbie,122500,No,No,Yes,PHSO,2012-13,,NAO,"5,002,112","40,372,000",727,Yes
1,Her Majesty's Passport Office,Home Office,Executive Agency,,Yes,"Her Majesty's Passport Office has 2 main functions. It is one of these functions delivered through the General Register Office that is of a regulatory nature in that it develops and administers the legislation and policy in relation to the registration service in England and Wales, which is delivered locally by 174 local authorities.","Her Majesty’s Passport Office was established in 2013 (formerly Identity and Passport Service) and is an executive agency of the Home Office. Paul Pugh took up his post as interim Chief Executive in April 2013, when Sarah Rapson became interim Director General of UK Visas and Immigration for a six month period. She retains her formal position of Registrar General for England and Wales.  Civil registration is still part of HMPO and will continue to operate as the General Register Office. HMPO is largely self-funded by Passport and Certificate fees; other than capital expenditure and statutory certificate services that are funded by the central Home Ofiice. ","4th floor, 2 Marsham Street, London SW1P 4DF",0300 222 0000,https://contact.homeoffice.gov.uk/,https://www.gov.uk/government/organisations/hm-passport-office,,,Paul Pugh ,Civil Servant,No,No,Yes,PHSO,2012-13,,NAO,,"385,800,000","3,284",No
1,Independent Police Complaints Commission,Home Office,Executive NDPB,Retain,No,The IPCC has a dual purpose to act as an overall guardian ensuring the effectiveness and efficiency of the operation of the whole police complaints system and to also take a role in individual cases.,"Established 2004. IPCC staff  are subject to the IPCC (Staff Conduct)Regulations 2004. Commissioners are subject to the terms of Schedule 2 of the Police Reform Act 2002. Due to an intensive period for the IPCC the Home Secretary agreed to extend the chair's hours from 2.5 days per a week at £60,000 to 4 days at £96,000, from 22/10/12 to 31/12/13. The number of commissioners (members) includes an 'overlap' where 5 new appointments have commenced in advance of 5 coming to an end - there are routinely 11 commissioners.","90 High Holborn, London WC1V 6BH",08453 002 002,enquiries@ipcc.gsi.gov.uk,http://www.ipcc.gov.uk/,Dame Anne Owers,96000,Jane Furniss,132500,Yes,Yes,Yes,,2012-13,"2,010",NAO,"34,708,000","33,225,000",366,Yes
1,Investigatory Powers Tribunal,Home Office,Tribunal NDPB,Retain,Yes,A statutory body established to consider proceedings bought under  Section 7 of the Human Rights Act 1998 (HRA) against the intelligence services and certain public authorities in respect of their investigatory powers and conduct. To investigate complaints regarding actions by those intelligence services and public authorities who hold powers under the Regulation of Investigatory Powers Act to ascertain whether they have used those powers lawfully.  ,"The IPT was established by virtue of Section 65 of RIPA. The Tribunal assumed the jurisdictions previously held by Interception of Communications Tribunal, the Security Service Tribunal, the Intelligence Services Tribunal and the complaints function of the Commissioner appointed under the Police Act 1997. The President is paid expenses only. Departmental sponsorship costs are not separately identifiable in Home Office Accounts.","PO BOX 33220, London, SW1H 9QZ",020 7035 3711,info@ipt-uk.com,http://www.ipt-uk.com/,Lord Justice Mummery,0,Tribunal Secretary,Civil Servant,No,No,No,,,,,,,3,No
1,Migration Advisory Committee,Home Office,Advisory NDPB,Retain,No,"Provides independent, evidence based advice to government on migration, particularly shortages in the labour market where migration can contribute.",Established 2007.,"Migration Advisory Committee, 2nd Floor, Fry Building, Home Office, 2 Marsham Sreet, London, SW1P 4DF",020 7035 1764 ,mac@homeoffice.gsi.gov.uk ,http://www.ukba.homeoffice.gov.uk/aboutus/workingwithus/indbodies/mac/,Professor Sir David Metcalf CBE,42000,Tim Harrison,Civil Servant,No,Yes,Yes,,2012-13,2013,,"796,000","763,900",12,Yes
1,National DNA Database Ethics Group,Home Office,Advisory NDPB,Retain,No,To provide independent advice on ethical issues around the operations of the National DNA Database Ethics Group.,"Chair is unremunerated post but reimbursed for travel and subsistence. Government funding of £98,700 is a combined budget for ACMD, ASC, NDNADEG & HOSAC and includes funding for shared secretariats. A Triennial Review is panned for 2013/14.","3rd Floor Seacole Building, 2 Marsham Street, London, SW1P 4DF ",020 7035 3049,kenny.chigbo@homeoffice.gsi.gov.uk,https://www.gov.uk/government/organisations/national-dna-database-ethics-group,Christopher Hughes,0,,,No,Yes,,,2012,,,,"2,420",0,Yes
1,National Fraud Authority,Home Office,Executive Agency,,No,"To lead and co-ordinate the fight against fraud;  to provide the national fraud and internet crime reporting service, Action Fraud.",Establisehd as an executive agency of the Attorney General's office in 2008.,"3rd Floor Fry Building, 2 Marsham Street, London, SW1P 4DF ",020 7035 3431,NFAcontact@nfa.gsi.gov.uk,https://www.gov.uk/government/organisations/national-fraud-authority/about,,,Stephen Harrison,Civil Servant,No,No,Yes,PHSO,2012,2012,NAO,,,50,No
